"index","subj_idx","Sex","BirthYear","Education","shapeFileName","shape","shapeEn","shapeName","shapeNameEn","characterName","characterNameEn","misNum","correctResp","subjResp","series","condition","block","blockType","trial","response","acc","rt","time_elapsed"
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","null",0,"mismatch",NA,"prac",NA,0,0,"null",375296
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","null",0,"mismatch",NA,"prac",NA,0,0,"null",379010
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","null",0,"match",NA,"prac",NA,0,0,"null",382598
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"三角形","三角形",NA,NA,2,"m","null",0,"mismatch",NA,"prac",NA,0,0,"null",386389
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","null",0,"mismatch",NA,"prac",NA,0,0,"null",389972
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","null",0,"mismatch",NA,"prac",NA,0,0,"null",393674
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","null",0,"match",NA,"prac",NA,0,0,"null",397648
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","null",0,"match",NA,"prac",NA,0,0,"null",401336
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"619.1",404380
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"610.4",407404
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"516",410356
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"775.7",413565
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"1327.4",417316
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"圆形","圆形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"462.6",420196
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"750.1",423364
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"705.4",426515
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"839.4",429796
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"980.5",433203
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"1024.5",436659
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"727.4",439812
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"638.2",442884
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"883.4",446195
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"924.2",449548
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"856.8",452828
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"783.1",456036
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"673.7",459139
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"801.8",462380
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"1090",465883
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"616.1",468924
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"1117.6",472476
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"573.5",475476
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"856.8",478772
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"639.1",481852
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"919.4",485196
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"848.1",488476
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"圆形","圆形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"810.5",491716
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"797.6",494932
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","null",0,"match",NA,"prac",NA,0,0,"null",498623
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"647.4",501692
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"1126.6",505252
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","null",0,"mismatch",NA,"prac",NA,0,0,"null",509116
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"1139.8",512676
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"689.6",515789
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"756.4",518973
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"1049.9",522461
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"769.4",525661
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"690.5",528781
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"712.1",531916
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"631.9",534981
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","m",0,"match",NA,"prac",NA,0,0,"845.7",538260
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"1127.1",541804
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","n",0,"mismatch",NA,"prac",NA,0,0,"587.4",544813
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"771.9",548012
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","null",0,"match",NA,"prac",NA,0,0,"null",551928
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"1547.9",555900
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"608.1",558932
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","null",0,"match",NA,"prac",NA,0,0,"null",562470
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"945.9",565852
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"prac",NA,1,1,"807.3",569085
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"prac",NA,1,1,"645.7",572149
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"820.9",601148
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"1334.7",603692
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"667.2",605572
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"780.4",607557
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"953.9",609725
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"886.6",611820
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"1296.6",614328
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"1154",616684
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"797.2",618693
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"949.9",620861
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"1066.9",623141
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"897.4",625252
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"823.2",627293
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"782.1",629285
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"849.9",631340
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"586.6",633140
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"497.8",634844
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"623.1",636684
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"743.3",638636
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"825.6",640667
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"853.5",642732
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"705.2",644644
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"855.3",646708
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"974.1",648891
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"712.5",650812
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"1080.9",653100
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"1567.1",655894
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"1582.1",658692
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"961.4",660867
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"1042.9",663116
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"789.9",665116
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"正方形","正方形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"595.5",666916
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"759",668891
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"591.8",670691
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"763.6",672660
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"718.1",674580
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"1178.5",676964
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"正方形","正方形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"566.8",678740
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"728.3",680683
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"587",682476
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"884.2",684571
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"604.6",686380
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"579.1",688164
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"494.1",689860
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"571",691635
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"544.6",693396
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"576.9",695187
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"899.9",697292
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"660.2",699156
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"517.7",700884
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"635.4",702724
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"596.6",704532
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"704",706439
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"591.9",708244
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"923.9",710372
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"892.6",712476
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"1140.7",714820
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"962.9",716988
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"756.6",718948
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"586.9",720748
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"554.1",722508
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"636.6",724356
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"797.2",726364
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"446.3",728012
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"812.1",730028
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"997.1",732236
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"664.6",734108
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"678.6",735988
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"正方形","正方形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"452.4",737644
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"580.2",739436
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"597.3",741236
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"410.6",742852
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"606",744660
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"529.2",746396
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"790",748388
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"592.2",750188
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"1860.2",753268
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"635",755116
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"426.3",756756
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"548.2",758508
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"402.6",760124
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"636.2",761973
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"圆形","圆形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"748.4",763932
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"450.7",765589
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"596.9",767397
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"668.8",769268
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"630.5",771108
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"655.4",772980
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"正方形","正方形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"843.5",775036
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"718.2",776964
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"572.8",778748
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"498.1",780452
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"448.8",782116
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"559.2",783892
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"503.8",785605
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"481.3",787300
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"三角形","三角形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"723.5",841052
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"636.8",842892
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"606.9",844708
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","m",0,"match",NA,"formal",NA,0,0,"820.4",846732
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"538.8",848485
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"五边形","五边形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"752.3",850445
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"圆形","圆形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"627.1",852284
"sv020002","sv020002","male",2000,"university","Tri.png","Tri",NA,"三角形","三角形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"641.7",854132
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"五边形","五边形",NA,NA,2,"m","m",0,"mismatch",NA,"formal",NA,1,1,"885.1",856228
"sv020002","sv020002","male",2000,"university","Cir.png","Cir",NA,"圆形","圆形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"599.4",858036
"sv020002","sv020002","male",2000,"university","Pen.png","Pen",NA,"三角形","三角形",NA,NA,2,"m","n",0,"mismatch",NA,"formal",NA,0,0,"594.4",859844
"sv020002","sv020002","male",2000,"university","Squ.png","Squ",NA,"正方形","正方形",NA,NA,2,"n","n",0,"match",NA,"formal",NA,1,1,"608.7",861660
